0	15
1	9
2	28
3	250
4	760
5	1378
6	1607
7	1461
8	1152
9	747
10	471
11	290
12	156
13	115
14	75
15	28
16	27
17	18
18	7
19	10
20	11
21	7
22	6
23	3
24	8
25	5
26	7
27	8
28	4
29	11
30	4
31	12
32	9
33	6
34	8
35	4
36	6
37	6
38	7
39	4
40	11
41	14
42	8
43	8
44	13
45	11
46	8
47	12
48	6
49	6
50	6
51	6
52	5
53	8
54	0
55	7
56	4
57	3
58	5
59	4
60	11
61	6
62	4
63	5
64	3
65	4
66	6
67	2
68	1
69	3
70	2
71	0
72	6
73	4
74	2
75	2
76	5
77	5
78	4
79	6
80	4
81	2
82	0
83	3
84	4
85	3
86	3
87	4
88	3
89	6
90	1
91	5
92	3
93	2
94	1
95	4
96	5
97	3
98	3
99	2
100	4
101	1
102	2
103	1
104	4
105	3
106	2
107	2
108	1
109	2
110	2
111	0
112	2
113	4
114	3
115	3
116	1
117	2
118	1
119	1
120	3
121	3
122	1
123	4
124	5
125	0
126	3
127	7
128	6
129	4
130	2
131	3
132	7
133	0
134	0
135	1
136	0
137	1
138	0
139	2
140	0
141	0
142	0
143	0
144	0
145	1
146	0
147	0
148	0
149	1
150	0
151	0
152	1
153	1
154	0
155	0
156	0
157	0
158	0
159	1
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
