0	19
1	7
2	35
3	233
4	788
5	1357
6	1716
7	1504
8	1194
9	750
10	447
11	259
12	157
13	84
14	50
15	35
16	20
17	20
18	10
19	17
20	8
21	6
22	7
23	6
24	4
25	8
26	7
27	1
28	11
29	11
30	6
31	5
32	10
33	6
34	6
35	6
36	10
37	6
38	10
39	6
40	6
41	8
42	9
43	5
44	7
45	5
46	6
47	10
48	6
49	4
50	8
51	11
52	11
53	8
54	3
55	7
56	7
57	10
58	7
59	10
60	9
61	6
62	8
63	5
64	6
65	6
66	3
67	2
68	3
69	0
70	6
71	8
72	3
73	3
74	3
75	4
76	2
77	4
78	1
79	3
80	1
81	4
82	1
83	3
84	3
85	3
86	4
87	1
88	5
89	0
90	2
91	1
92	5
93	2
94	2
95	4
96	2
97	0
98	0
99	1
100	2
101	1
102	3
103	3
104	1
105	2
106	1
107	1
108	3
109	1
110	1
111	1
112	4
113	0
114	1
115	1
116	1
117	0
118	3
119	0
120	0
121	4
122	2
123	0
124	0
125	0
126	2
127	0
128	2
129	0
130	2
131	1
132	1
133	2
134	5
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
