0	22
1	8
2	24
3	225
4	651
5	1246
6	1516
7	1454
8	1101
9	772
10	494
11	304
12	227
13	109
14	79
15	35
16	27
17	17
18	10
19	11
20	3
21	5
22	10
23	8
24	10
25	10
26	13
27	12
28	9
29	13
30	11
31	12
32	15
33	14
34	11
35	5
36	10
37	12
38	8
39	3
40	9
41	10
42	8
43	8
44	13
45	14
46	14
47	10
48	7
49	7
50	9
51	9
52	8
53	9
54	7
55	12
56	8
57	13
58	4
59	5
60	5
61	4
62	11
63	7
64	10
65	3
66	7
67	13
68	9
69	8
70	6
71	3
72	5
73	10
74	10
75	9
76	9
77	5
78	11
79	13
80	7
81	6
82	10
83	7
84	7
85	8
86	6
87	5
88	10
89	7
90	5
91	4
92	4
93	6
94	5
95	3
96	3
97	6
98	4
99	3
100	2
101	3
102	6
103	1
104	1
105	1
106	2
107	2
108	0
109	3
110	3
111	3
112	0
113	1
114	1
115	3
116	2
117	1
118	0
119	1
120	2
121	0
122	0
123	0
124	1
125	0
126	2
127	1
128	2
129	0
130	0
131	1
132	1
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
