0	25
1	56
2	55
3	48
4	41
5	62
6	73
7	84
8	94
9	80
10	75
11	89
12	72
13	70
14	89
15	111
16	161
17	167
18	212
19	231
20	259
21	295
22	330
23	350
24	366
25	400
26	385
27	432
28	391
29	377
30	373
31	380
32	300
33	251
34	213
35	166
36	130
37	123
38	119
39	90
40	74
41	63
42	58
43	43
44	39
45	47
46	51
47	42
48	38
49	47
50	41
51	48
52	43
53	32
54	32
55	26
56	31
57	19
58	25
59	19
60	22
61	28
62	16
63	18
64	21
65	26
66	12
67	14
68	16
69	17
70	13
71	11
72	12
73	13
74	16
75	15
76	11
77	10
78	13
79	17
80	6
81	5
82	11
83	5
84	6
85	4
86	2
87	5
88	4
89	1
90	3
91	3
92	3
93	3
94	4
95	2
96	1
97	3
98	4
99	3
100	2
101	4
102	1
103	1
104	5
105	8
106	7
107	7
108	3
109	3
110	1
111	1
112	2
113	0
114	1
115	0
116	1
117	0
118	0
119	3
120	3
121	4
122	2
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
