0	105
1	113
2	97
3	69
4	48
5	74
6	97
7	90
8	121
9	105
10	113
11	76
12	84
13	63
14	99
15	123
16	141
17	157
18	190
19	229
20	255
21	268
22	280
23	332
24	331
25	416
26	418
27	426
28	469
29	496
30	402
31	424
32	315
33	245
34	190
35	148
36	103
37	84
38	68
39	36
40	39
41	37
42	25
43	27
44	28
45	25
46	24
47	23
48	25
49	16
50	24
51	23
52	31
53	21
54	23
55	16
56	14
57	17
58	7
59	8
60	12
61	12
62	11
63	10
64	9
65	6
66	7
67	7
68	4
69	6
70	1
71	5
72	6
73	7
74	4
75	3
76	6
77	3
78	2
79	2
80	2
81	2
82	3
83	3
84	1
85	0
86	2
87	0
88	2
89	2
90	2
91	2
92	1
93	1
94	1
95	0
96	4
97	4
98	1
99	2
100	4
101	0
102	2
103	7
104	2
105	4
106	2
107	6
108	0
109	4
110	2
111	1
112	2
113	4
114	2
115	6
116	4
117	3
118	7
119	1
120	2
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
